ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
92543,,,,,4,,,,,12,,,,,,,5,,,,,4,,,,2,,,,,,,,,,,,,,,,,39,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13,,,,,,,,,1,,1,,1,98,,,2,3,,79,,,,,,,,,,,,,,,,,77,,,,7,18,9,,,78,,12,,17,,507
92545,,,,,1,,,,,34,,,,,,,3,,,,,2,,,,19,,,,,,,,,,,,,,0,,,92,3,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,18,,,,,,,,,7,,22,,1,245,,,,,,129,1,1,,,,,,,,,,,,,,,164,,5,,52,96,48,,,16,,72,,51,,1152
92549,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,18
92553,,,,,1,,,,,35,,,1,,,,1,,,,,1,,,2,30,,,,,,,,,,,,,,,,,63,9,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,22,,,,,,,,,2,,7,1,1,184,1,,,,,98,,,,,,,,,,,,,,,,,105,,4,1,29,30,15,2,,,5,,43,23,,785
92561,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,21
92562,,,,,2,,,,,14,,,,,1,,2,,,,,2,,,1,25,,,,,,,,,,,,,,,1,,103,5,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,,29,,,,,,,,,25,,33,,,500,2,,4,1,,298,,2,,,,,,,,,,,,,,,351,1,12,,103,248,124,,,,,19,,147,1,2184
92563,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,1,,,,,8,,,,,,4,,,,,,,,,,,,,,,,,6,,,,,2,1,,,,,,,2,,37
92571,,,,,1,,,,,52,,,,,,,2,,,,,,,,1,52,,,,,,,,,,,,,,0,,,81,7,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,36,,,,,,,,,1,,12,,,231,,,5,2,,132,,1,,,,,,,,,,1,,,,,156,,3,,24,28,14,,,,,93,,21,,1032
92583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
92587,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,6,2,,,,,,,,,,,,,,,,14,,0,,5,26,13,,,,,,,5,,87
92590,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,36,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,6,,,,,,,,,14,,6,,1,191,,,3,,,144,,1,,,,,,,,,,,,,,,145,,4,,15,28,14,,1,20,,28,,51,,756
92592,,,,,,,,,,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,0,,,43,1,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,13,,,,,,,,,5,,15,,,144,,,,1,,101,1,,,,,,,,,,,,,,,,102,,5,,31,56,28,,,,,,,29,,627
92604,,,,,1,,,,,5,,,,,,,2,,,,,1,,,,5,,,,,,,,,,,,,,,,,6,4,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,3,,,,,,,,,1,,5,,1,85,2,,1,,,55,,1,,,,,,,,,,,,,,,51,,1,,16,2,1,,,,,,,18,,309
92606,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,14,,,,,,1,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,1,,29
92610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,14,,,,,,10,,1,,,,,,,,,,,,,,,13,,,,1,,,,,,,,,1,,43
92624,,,,,,,,,,10,,,,,,,1,,,,,,,,,17,,,,,,,,,,,,,,,,,45,2,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,2,46,2,,11,,,,,,,,,2,,8,1,4,253,1,,3,,,163,,,,,,,,,,,,,,,,,185,0,3,,32,54,27,,,,,,,70,0,979
92626,,,,,1,,,,,25,,,,,,,3,,,,,2,,,,31,,,,,,,,,,,,,,0,,1,48,4,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,1,81,1,,17,,,,,,,,,,,7,,3,259,3,,1,,,152,,1,,,,,,,,,,,,,,,153,2,1,,17,32,16,,,,,,,61,1,959
92627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,3,,1,,2,,,,,54,,29,,3,,109
92629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,11
92630,,,,,5,,,,,13,,,,,,,4,,,,,1,,,,30,,,,,,,,,1,,,,,,,2,58,6,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,5,79,3,,14,,,,,,,,,2,,24,,6,435,4,,3,0,,274,3,,,,,,,,,,,1,,,,,281,1,5,,47,74,37,,,3,,,22,131,,1601
92646,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,8,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,3,,,,,,,,,,,,,,18,4,,,,,8,,,,,,,,,,,,,,,,,11,,1,,1,,,,,,,,,4,,76
92647,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,4,,,43,,,,,,12,,1,,,,,,,,,,,,,,,28,,,,9,16,8,,,,,,,6,,150
92648,,,,,1,,,,,15,,,,,,,3,,,,,,,,,31,,,,,,,,,,,,,,,,,38,5,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,14,,,,,,,,,2,,6,,,157,1,,1,,,94,1,1,,,,,,,,,,,,,,,101,,0,,15,38,19,,,30,,58,,25,,733
92649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,2,,,,,,0,,,,,,,,,,,,,,,,,2,,0,,1,,,,,,,,,0,,7
92661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,7,,,,,,,,,,,,,,,,,7,,3,,,2,1,,,,,,,5,,33
92663,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,2,1,,,,,,,2,,25
92672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
92673,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1,,1,,,37,1,,1,,,15,,1,,,,,,,,,,,,,,,20,1,,,1,4,2,,,,,,,1,,109
92677,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,19,,,,,,7,,2,,,,,,,,,,,,,,,15,,,,1,2,1,,,,,,,1,,60
92683,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,18,,,,,,3,,,,,,,,,,,,,,,,,12,,,1,1,,,,,,,,,,,49
92688,,,,,1,,,,,8,,,,,,,3,,,,,3,,,,6,,,,,,,,,,,,,,,,,18,2,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,6,,,,,,,,,2,,12,,,118,2,,4,,,75,,,,,,,,,,,,,,,,,87,1,2,,24,26,13,,,,,,,30,,479
92704,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,43
92705,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,33,,,,,,10,,2,,,,,,,,,,,,,,,11,,,,,,,,,,,,,2,,72
92706,,,,,1,,,,,48,,,,,,,1,,,,,1,,1,3,74,,,,,,,,,2,,,,,,,,96,10,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,43,,,,,,,,,,,8,,2,215,,,,,,147,,,,,,,,,,,,,,,,,136,,,,,16,8,,,,,,,10,,942
92708,,,,,4,,,1,,19,,,1,,,,7,,,,,5,,,1,21,,,,,,,,,,,,,,0,,,51,4,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,4,84,2,,7,,,,,,,,,3,,20,1,4,383,4,,3,1,,305,2,,,,,,,,,,,,,,,,274,2,11,,39,102,51,,,26,,130,44,116,2,1762
92780,,,,,,,,,,10,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,39,1,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,11,,,,,,,,,2,,4,,1,125,1,,,,,54,,,,,,,,,,,,,,,,,82,,1,,16,24,12,,,,,,,23,,473
92801,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,17,,,,,,6,,1,,,,,,,,,,,,,,,10,,,,1,4,2,,,,,,,,,56
92802,,,,,,,,,,21,,,,,,,,,,,,,,,2,33,,,,,,,,,,,,,,,,,45,4,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,16,,,,,,,,,4,,5,,,122,,,1,,,74,,2,,,,,,,,,,,,,,,97,,0,,4,14,7,,,,,,,6,,530
92821,,,,,1,,,,,9,,,,,,,2,,,,,1,,,,17,,,,,,,,,,,,,,,,,18,2,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,5,,,,,,,,,4,,6,,,147,2,,,,,114,,1,,,,,,,,,,,,,,,112,,2,,21,38,19,,5,236,,,,41,,841
92832,,,,,,,,,,22,,,,,,,1,,,,,,,,,22,,,,,,,,,,,,,,,,,39,3,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,19,,,,,,,,,,,8,,1,136,,,,,,71,1,,,,,,,,,,,,,,,,92,,2,,11,20,10,,,44,,43,,17,,620
92833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3
92835,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,13,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,23
92841,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,19
92843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
92865,,,,,1,,,,,23,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,1,,63,5,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,117,5,,14,,,,,,,,,8,,14,,0,501,6,,2,1,,281,2,1,,,,,,,,,,,,,,,346,3,4,1,59,106,53,,,59,,50,,118,3,1926
92869,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,8,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,,,,,,,,1,,,29,,,,,,14,1,,,,,,,,,,,,,,,,23,,,,4,2,1,,,,,,,5,,105
92879,,,,,3,,,,,67,,,,,,,4,,,,,2,,,3,44,,,,,,,,,,,,,,0,,,83,11,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,33,,,,,,,,,9,,23,1,1,450,3,,6,,,294,1,,,,,,,,,,,,,,,,308,1,6,,25,96,48,,,131,,291,,89,1,2120
92881,,,,,1,,,,,14,,,,,,,2,,,,,,,,2,28,,,,,,,,,,,,,,,,,37,7,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,12,,,,,,,,,4,,12,,1,278,0,,2,,,161,2,,,,,,,,,,,,,,,,176,,8,,58,118,59,,,,,,,88,,1135
92886,,,,,,,,,,8,,,,,,,3,,,,,1,,,,8,,,,,,,,,,,,,,,,,7,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,1,,,,,,,,,2,,8,,1,155,1,,,1,,120,1,,,,,,,,,,,,,,,,135,0,4,,33,24,12,,,44,,28,,51,,680
93001,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,1,,1,,,13,,,,,,8,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,2,,49
93003,,,,,7,,,1,,22,,,,,,,12,,,,,5,,,2,27,,,,,,,,,,,,,,,,2,106,14,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,6,75,5,,27,,,,,,,,,7,,17,,3,334,1,,2,,,154,,,,,,,,,,,,,,,,,233,2,2,,32,44,22,,,106,4,86,,57,1,1471
93010,,,,,2,,,,,6,,,,,,,2,,,,,2,,,,13,,,,,,,,,,,,,,,1,,65,4,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,74,1,,12,,,,,,,,,3,,12,,1,227,2,,,2,,142,,,,,,,,,,,,,,,,,149,2,3,,11,14,7,,,,,,,62,2,857
93012,,,,,1,,,,,3,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,2,,,12,2,,,,,11,,,,,,,,,,,,,,,,,8,1,,,2,4,2,,,,,,,4,,66
93023,,,,,10,,,,,26,,,,,,,22,,,,,7,,,1,9,,,,,,,,,,,,,,,,1,40,3,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,12,,,,,,,,,2,,4,1,1,117,1,,,2,,84,,,,,,,,,,,,1,,,,,88,,,,,2,1,,,,,,,6,,485
93030,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,2,,,,,,,,,,,1,,,47,,,,,,12,,,,,,,,,,,,,,,,,30,,,,,2,1,,,,,,,8,,133
93033,,,,,,,,,,1,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,12,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,7,,,,,,,,,,,2,,,20,1,,,,,8,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,87
93035,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,12,,,,,,3,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,2,,38
93036,,,,,5,,,,1,17,,,,,,,10,,,,,8,,,,60,,,,,,,,,,,,,,,,1,140,11,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,1,82,,,35,,,,,,,,,6,,11,0,7,383,1,,5,1,,183,1,,,,,,,,,,,,,,,,240,1,4,,11,16,8,,,40,,3,,45,1,1419
93060,,,,,6,,,1,,48,,,,,,,13,,,,,3,,,,34,,,,,,,,,,,,,,,,,119,13,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,1,31,,,49,,,,,,,,,5,,17,,,216,,,,,,85,,,,,1,1,,,,,,,,,,,120,,,,3,16,8,,,,,,,19,,893
93065,,,,,,,,,,22,,,,,,,2,,,,,1,,,,31,,,,,,,,,,,,,,,,,70,10,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,,17,,,,,,,,,4,,6,,,319,2,,,1,,157,1,2,,,1,,,,,,,,,,,,229,1,5,,36,64,32,,,79,,1,29,61,1,1301
93101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,4,2,,,,,,,3,,34
93105,,,,,3,,,,,22,,,,,,,9,,,,,5,,,,58,,,,,,,,,1,,,,,,,,197,19,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,8,179,1,,63,,,,,,,,,2,,14,,7,459,6,,3,,,192,1,4,,,,,,,,,,,,,,,286,1,3,,12,28,14,,,,,,,64,0,1780
93110,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2,,,,,,,,,,,,,,15,1,,2,,,3,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,1,,64
93117,,,,,4,,,,,23,,,,,,,12,,,,,7,,,,9,,,,,,,,,,,,,,,2,,40,4,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,14,,,,,,,,,,,3,,1,94,2,,,,,74,,,,,,,,,,,,,,,,,68,1,,,,,,,,,,,,10,1,412
93210,,,,,,,,,,7,,,,,,,7,,,,,1,,,1,22,,,,,,,,,,,,,,0,2,,106,3,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,6,118,7,,34,,,,,,,,,4,,11,,8,199,2,,,,,118,,,,,,,,,,,,,,,,,130,2,3,,2,,,,,,,,,4,2,839
93215,,,,,3,,,2,,14,,,,,,,5,,,,,4,,,8,40,,,,,,,,,,,,,,,,,156,4,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,58,10,,41,,,,,,,,,4,,32,,2,413,3,,1,4,,290,,53,,,,,,,,,,,,,,,342,2,,,6,12,6,,,,18,,,15,2,1613
93221,,,,,,,,,,14,,,,,,,1,,,,,1,,,,14,,,,,,,,,,,,,,,,,28,2,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,10,,,,,,,,,,,2,,2,116,1,,,1,,73,,,,,,,,,,,,,,,,,92,1,,,1,6,3,,,,,,,22,1,422
93225,,,,,2,,,,,13,,,,,,,5,,,,,2,,,3,22,,,,,,,,,,,,,,,,,45,4,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,1,22,,,9,,,,,,,,,1,,15,,1,74,,,1,1,,44,,1,,,,,,,,,,,,,,,39,,,,,,,,,,,,,3,,334
93230,,,,,2,,,,,45,,,,,,,12,,,,,3,,,2,96,,,,,,,,,,,,,,,,,234,19,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,50,,,,,,,,,15,,56,1,2,791,3,,12,4,,602,2,1,,,,,,,,,,,,,,,634,0,21,,82,120,60,,,244,,,,104,0,3493
